glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
N-PSK53A,adaptive,B,612200111163,0.030427180893836732,SIO2=12.60; AL2O3=0.50; B2O3=36.76; MgO=3.29; BAO=30.26; P2O5=11.53; GEO2=3.78; RO=33.55; R2O3=38.55; RO2=3.78; R2O5=11.53; RmOn=100.00,"{""SIO2"": 15.184, ""AL2O3"": 1.98, ""B2O3"": 22.673, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 7.184, ""SRO"": 0.0, ""BAO"": 7.832, ""ZNO"": 0.0, ""P2O5"": 18.102, ""GEO2"": 17.926, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 11.041, ""FemOn"": 0.0, ""R2O"": 0.0, ""R2O3"": 20.158, ""RO2"": 17.926, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 18.102, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=12.63; AL2O3=0.50; B2O3=36.86; MgO=3.20; BAO=30.24; P2O5=11.44; GEO2=3.84; RO=33.44; R2O3=38.64; RO2=3.84; R2O5=11.44; RmOn=100.00,SIO2=12.60; AL2O3=0.50; B2O3=36.76; MgO=3.29; BAO=30.26; P2O5=11.53; GEO2=3.78; RO=33.55; R2O3=38.55; RO2=3.78; R2O5=11.53; RmOn=100.00,AL2O3=1.66; B2O3=14.34; MgO=10.84; BAO=34.00; P2O5=34.92; RO=44.85; R2O3=20.24; R2O5=34.92; RmOn=100.00,adaptive_B
N-SSK8,adaptive,B,425800060035,0.030337745659687686,SIO2=39.00; AL2O3=0.71; B2O3=9.74; CAO=0.62; K2O=1.60; NA2O=8.60; Li2O=1.47; SRO=3.12; BAO=5.23; ZNO=4.74; P2O5=9.40; GEO2=4.83; ZRO2=3.41; TIO2=1.23; RO=13.97; R2O=11.76; R2O3=15.74; RO2=9.47; R2O5=9.47; RmOn=99.41,"{""SIO2"": 25.529, ""AL2O3"": 2.283, ""B2O3"": 18.552, ""CAO"": 0.978, ""K2O"": 1.944, ""NA2O"": 9.813, ""PBO"": 0.146, ""Li2O"": 4.349, ""MgO"": 0.0, ""SRO"": 11.659, ""BAO"": 6.691, ""ZNO"": 9.684, ""P2O5"": 26.761, ""GEO2"": 8.874, ""ZRO2"": 4.168, ""TIO2"": 2.233, ""TEO2"": 0.0, ""RO"": 14.187, ""FemOn"": 0.0, ""R2O"": 11.781, ""R2O3"": 17.51, ""RO2"": 12.163, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 26.724, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 1.538, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=39.45; AL2O3=0.74; B2O3=10.15; CAO=0.60; K2O=1.61; NA2O=8.03; Li2O=1.56; SRO=3.33; BAO=5.24; ZNO=4.97; P2O5=10.07; GEO2=3.44; ZRO2=2.93; TIO2=1.21; RO=14.42; R2O=11.27; R2O3=16.52; RO2=7.58; R2O5=10.15; RmOn=99.38,SIO2=39.00; AL2O3=0.71; B2O3=9.74; CAO=0.62; K2O=1.60; NA2O=8.60; Li2O=1.47; SRO=3.12; BAO=5.23; ZNO=4.74; P2O5=9.40; GEO2=4.83; ZRO2=3.41; TIO2=1.23; RO=13.97; R2O=11.76; R2O3=15.74; RO2=9.47; R2O5=9.47; RmOn=99.41,SIO2=49.15; AL2O3=0.89; B2O3=6.18; CAO=0.79; K2O=2.01; NA2O=10.84; Li2O=1.85; BAO=6.59; ZNO=5.97; GEO2=6.08; ZRO2=4.30; TIO2=1.55; RO=13.89; R2O=14.81; R2O3=9.37; RO2=11.93; RmOn=99.26,adaptive_B
N-KZFS4,adaptive,B,1213900137238,0.027123963515236545,SIO2=22.08; AL2O3=4.90; B2O3=31.67; CAO=5.10; K2O=2.56; NA2O=3.40; PBO=4.32; Li2O=6.27; ZNO=2.83; P2O5=4.32; GEO2=4.48; ZRO2=1.75; TIO2=3.09; RO=13.18; R2O=12.23; R2O3=37.50; RO2=9.33; R2O5=5.11; RmOn=99.73,"{""SIO2"": 25.99, ""AL2O3"": 5.668, ""B2O3"": 29.054, ""CAO"": 5.698, ""K2O"": 3.067, ""NA2O"": 4.017, ""PBO"": 6.228, ""Li2O"": 8.586, ""MgO"": 1.118, ""SRO"": 0.299, ""BAO"": 1.43, ""ZNO"": 5.259, ""P2O5"": 11.217, ""GEO2"": 17.754, ""ZRO2"": 2.722, ""TIO2"": 2.98, ""TEO2"": 0.0, ""RO"": 10.277, ""FemOn"": 0.0, ""R2O"": 12.451, ""R2O3"": 33.01, ""RO2"": 17.004, ""RO3"": 0.805, ""RO4"": 0.0, ""R2O5"": 11.368, ""RF"": 1.677, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 1.677, ""RmOn"": 1.677, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=21.85; AL2O3=4.92; B2O3=31.60; CAO=5.08; K2O=2.57; NA2O=3.29; PBO=4.39; Li2O=6.41; ZNO=2.84; P2O5=4.37; GEO2=4.66; ZRO2=1.68; TIO2=3.13; RO=13.22; R2O=12.27; R2O3=37.49; RO2=9.46; R2O5=5.11; RmOn=99.71,SIO2=22.08; AL2O3=4.90; B2O3=31.67; CAO=5.10; K2O=2.56; NA2O=3.40; PBO=4.32; Li2O=6.27; ZNO=2.83; P2O5=4.32; GEO2=4.48; ZRO2=1.75; TIO2=3.09; RO=13.18; R2O=12.23; R2O3=37.50; RO2=9.33; R2O5=5.11; RmOn=99.73,SIO2=1.51; AL2O3=10.06; B2O3=65.00; CAO=6.22; PBO=10.30; Li2O=2.69; MgO=0.69; TIO2=1.39; RO=17.21; R2O=2.69; R2O3=76.14; RO2=1.75; RF=0.70; RHaln=0.70; RmOn=99.30,adaptive_B
N-SK4,adaptive,B,3526400424306,0.01429836110073262,SIO2=44.36; AL2O3=4.69; B2O3=13.24; MgO=0.58; BAO=24.18; P2O5=8.47; RO=25.19; R2O3=21.89; R2O5=8.53; RmOn=100.00,"{""SIO2"": 20.166, ""AL2O3"": 2.429, ""B2O3"": 12.332, ""CAO"": 0.366, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 5.521, ""SRO"": 0.0, ""BAO"": 10.268, ""ZNO"": 1.887, ""P2O5"": 21.813, ""GEO2"": 0.0, ""ZRO2"": 0.004, ""TIO2"": 0.141, ""TEO2"": 0.0, ""RO"": 8.854, ""FemOn"": 0.0, ""R2O"": 0.0, ""R2O3"": 13.22, ""RO2"": 0.144, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 21.778, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=44.50; AL2O3=4.41; B2O3=12.94; MgO=0.61; BAO=23.87; P2O5=8.95; RO=24.94; R2O3=21.50; R2O5=9.01; RmOn=100.00,SIO2=44.36; AL2O3=4.69; B2O3=13.24; MgO=0.58; BAO=24.18; P2O5=8.47; RO=25.19; R2O3=21.89; R2O5=8.53; RmOn=100.00,SIO2=51.75; AL2O3=5.48; B2O3=13.76; BAO=28.21; RO=28.70; R2O3=19.50; RmOn=100.00,adaptive_B
P-SK60,adaptive,B,765400068691,0.04374380572083036,SIO2=34.20; AL2O3=1.79; B2O3=26.52; CAO=8.63; K2O=0.57; NA2O=0.71; Li2O=13.06; MgO=0.86; BAO=5.16; ZNO=1.76; GEO2=2.29; ZRO2=1.01; RO=16.65; R2O=14.34; R2O3=31.02; RO2=3.42; RmOn=99.64,"{""SIO2"": 12.378, ""AL2O3"": 1.337, ""B2O3"": 11.285, ""CAO"": 5.446, ""K2O"": 1.795, ""NA2O"": 2.225, ""PBO"": 0.627, ""Li2O"": 7.765, ""MgO"": 2.735, ""SRO"": 0.352, ""BAO"": 5.447, ""ZNO"": 2.852, ""P2O5"": 0.029, ""GEO2"": 8.385, ""ZRO2"": 1.719, ""TIO2"": 0.557, ""TEO2"": 0.0, ""RO"": 8.546, ""FemOn"": 0.0, ""R2O"": 6.56, ""R2O3"": 13.37, ""RO2"": 8.348, ""RO3"": 0.036, ""RO4"": 0.0, ""R2O5"": 0.041, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 1.093, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=34.23; AL2O3=1.78; B2O3=26.56; CAO=8.56; K2O=0.57; NA2O=0.72; Li2O=13.07; MgO=0.82; BAO=5.16; ZNO=1.78; GEO2=2.26; ZRO2=1.01; RO=16.57; R2O=14.37; R2O3=31.06; RO2=3.39; RmOn=99.64,SIO2=34.20; AL2O3=1.79; B2O3=26.52; CAO=8.63; K2O=0.57; NA2O=0.71; Li2O=13.06; MgO=0.86; BAO=5.16; ZNO=1.76; GEO2=2.29; ZRO2=1.01; RO=16.65; R2O=14.34; R2O3=31.02; RO2=3.42; RmOn=99.64,SIO2=37.90; AL2O3=2.01; B2O3=23.42; CAO=9.70; K2O=0.64; Li2O=12.98; MgO=0.96; BAO=5.80; ZNO=1.98; ZRO2=1.13; RO=18.73; R2O=13.88; R2O3=27.80; RO2=1.27; RmOn=99.60,adaptive_B
N-BAF52,adaptive,B,2368500190683,0.003946795981243687,SIO2=47.09; AL2O3=2.66; B2O3=18.55; CAO=0.73; K2O=3.11; NA2O=5.51; PBO=1.39; Li2O=2.14; SRO=0.91; BAO=7.47; ZNO=0.53; GEO2=0.67; ZRO2=2.47; TIO2=4.91; RO=11.45; R2O=10.79; R2O3=21.65; RO2=8.06; RmOn=99.81,"{""SIO2"": 21.82, ""AL2O3"": 6.043, ""B2O3"": 22.328, ""CAO"": 2.673, ""K2O"": 3.624, ""NA2O"": 7.805, ""PBO"": 4.655, ""Li2O"": 6.622, ""MgO"": 2.058, ""SRO"": 4.118, ""BAO"": 7.295, ""ZNO"": 1.989, ""P2O5"": 0.055, ""GEO2"": 4.438, ""ZRO2"": 4.597, ""TIO2"": 3.036, ""TEO2"": 0.0, ""RO"": 8.399, ""FemOn"": 0.0, ""R2O"": 8.554, ""R2O3"": 27.827, ""RO2"": 7.357, ""RO3"": 1.543, ""RO4"": 0.0, ""R2O5"": 1.267, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.816, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=41.51; AL2O3=2.95; B2O3=22.27; CAO=1.07; K2O=3.13; NA2O=5.86; PBO=2.17; Li2O=3.34; MgO=0.58; SRO=1.36; BAO=4.46; ZNO=0.83; GEO2=1.06; ZRO2=3.86; TIO2=3.29; RO=10.56; R2O=12.37; R2O3=25.86; RO2=8.22; RO3=0.59; R2O5=0.62; RmOn=99.72,SIO2=47.09; AL2O3=2.66; B2O3=18.55; CAO=0.73; K2O=3.11; NA2O=5.51; PBO=1.39; Li2O=2.14; SRO=0.91; BAO=7.47; ZNO=0.53; GEO2=0.67; ZRO2=2.47; TIO2=4.91; RO=11.45; R2O=10.79; R2O3=21.65; RO2=8.06; RmOn=99.81,SIO2=55.61; AL2O3=1.49; B2O3=10.07; CAO=0.74; K2O=3.22; NA2O=7.59; BAO=10.50; ZNO=0.65; GEO2=1.04; ZRO2=2.35; TIO2=6.12; RO=11.95; R2O=11.16; R2O3=11.63; RO2=9.52; RmOn=100.00,adaptive_B
N-SK2,adaptive,B,3532400424919,0.005717351395152869,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,"{""SIO2"": 13.43, ""AL2O3"": 1.529, ""B2O3"": 12.333, ""CAO"": 1.731, ""K2O"": 0.0, ""NA2O"": 3.085, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 5.521, ""SRO"": 0.0, ""BAO"": 8.357, ""ZNO"": 4.31, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.808, ""TIO2"": 0.214, ""TEO2"": 0.0, ""RO"": 6.304, ""FemOn"": 0.0, ""R2O"": 3.085, ""R2O3"": 14.129, ""RO2"": 0.818, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.552, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=53.49; AL2O3=3.21; B2O3=10.80; MgO=0.66; BAO=23.87; ZNO=6.43; RO=31.28; R2O3=14.68; RmOn=100.00,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,SIO2=55.55; AL2O3=2.80; B2O3=8.67; BAO=24.44; ZNO=8.18; RO=32.72; R2O3=11.70; RmOn=100.00,adaptive_B
N-SK2HT,adaptive,B,3532400424919,0.005717351395152869,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,"{""SIO2"": 13.43, ""AL2O3"": 1.529, ""B2O3"": 12.333, ""CAO"": 1.731, ""K2O"": 0.0, ""NA2O"": 3.085, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 5.521, ""SRO"": 0.0, ""BAO"": 8.357, ""ZNO"": 4.31, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.808, ""TIO2"": 0.214, ""TEO2"": 0.0, ""RO"": 6.304, ""FemOn"": 0.0, ""R2O"": 3.085, ""R2O3"": 14.129, ""RO2"": 0.818, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.552, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=53.49; AL2O3=3.21; B2O3=10.80; MgO=0.66; BAO=23.87; ZNO=6.43; RO=31.28; R2O3=14.68; RmOn=100.00,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,SIO2=55.55; AL2O3=2.80; B2O3=8.67; BAO=24.44; ZNO=8.18; RO=32.72; R2O3=11.70; RmOn=100.00,adaptive_B
N-BAF4,adaptive,B,2372500190769,0.00714159330678718,SIO2=22.54; AL2O3=2.14; B2O3=7.90; CAO=7.90; K2O=4.69; NA2O=5.74; PBO=0.69; Li2O=13.50; BAO=2.09; ZNO=6.78; P2O5=17.59; ZRO2=0.80; TIO2=5.95; RO=17.80; R2O=23.94; R2O3=10.27; RO2=6.75; R2O5=18.54; RmOn=99.87,"{""SIO2"": 29.017, ""AL2O3"": 3.857, ""B2O3"": 19.144, ""CAO"": 6.622, ""K2O"": 4.626, ""NA2O"": 3.875, ""PBO"": 3.352, ""Li2O"": 11.375, ""MgO"": 0.0, ""SRO"": 2.236, ""BAO"": 2.709, ""ZNO"": 5.256, ""P2O5"": 17.185, ""GEO2"": 0.0, ""ZRO2"": 2.258, ""TIO2"": 2.642, ""TEO2"": 0.0, ""RO"": 8.765, ""FemOn"": 0.0, ""R2O"": 14.249, ""R2O3"": 22.148, ""RO2"": 2.913, ""RO3"": 0.19, ""RO4"": 0.0, ""R2O5"": 18.537, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.384, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=26.42; AL2O3=2.41; B2O3=10.70; CAO=6.98; K2O=4.89; NA2O=4.47; PBO=1.03; Li2O=11.67; SRO=0.50; BAO=2.15; ZNO=5.63; P2O5=14.81; ZRO2=1.19; TIO2=5.44; RO=16.33; R2O=21.03; R2O3=13.44; RO2=6.63; R2O5=15.92; RmOn=99.82,SIO2=22.54; AL2O3=2.14; B2O3=7.90; CAO=7.90; K2O=4.69; NA2O=5.74; PBO=0.69; Li2O=13.50; BAO=2.09; ZNO=6.78; P2O5=17.59; ZRO2=0.80; TIO2=5.95; RO=17.80; R2O=23.94; R2O3=10.27; RO2=6.75; R2O5=18.54; RmOn=99.87,AL2O3=1.61; CAO=12.34; K2O=5.19; NA2O=7.24; Li2O=23.40; ZNO=10.83; P2O5=31.77; TIO2=5.57; RO=23.70; R2O=35.83; R2O3=1.68; RO2=5.57; R2O5=33.18; RmOn=100.00,adaptive_B
F5,adaptive,B,322100110710,0.007026195246380063,SIO2=70.18; AL2O3=0.51; B2O3=0.59; K2O=4.92; NA2O=4.06; PBO=16.58; ZNO=0.80; P2O5=1.61; RO=17.38; R2O=9.39; R2O3=1.45; R2O5=1.61; RmOn=100.00,"{""SIO2"": 16.647, ""AL2O3"": 1.3, ""B2O3"": 3.127, ""CAO"": 0.0, ""K2O"": 3.198, ""NA2O"": 4.574, ""PBO"": 3.908, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 4.472, ""P2O5"": 8.944, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 1.067, ""FemOn"": 0.0, ""R2O"": 4.659, ""R2O3"": 4.509, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 8.944, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=69.08; AL2O3=0.57; B2O3=0.74; K2O=4.89; NA2O=4.46; PBO=16.32; ZNO=1.01; P2O5=2.02; RO=17.33; R2O=9.85; R2O3=1.72; R2O5=2.02; RmOn=100.00,SIO2=70.18; AL2O3=0.51; B2O3=0.59; K2O=4.92; NA2O=4.06; PBO=16.58; ZNO=0.80; P2O5=1.61; RO=17.38; R2O=9.39; R2O3=1.45; R2O5=1.61; RmOn=100.00,SIO2=73.46; K2O=5.02; NA2O=3.54; PBO=17.30; RO=17.30; R2O=8.55; R2O3=0.69; RmOn=100.00,adaptive_B
N-SK14,adaptive,B,198700110656,0.005733947809383888,SIO2=44.99; AL2O3=3.12; B2O3=16.21; NA2O=0.79; BAO=23.87; P2O5=8.27; RO=24.07; R2O=0.79; R2O3=21.76; R2O5=8.27; RmOn=100.00,"{""SIO2"": 24.704, ""AL2O3"": 1.639, ""B2O3"": 11.837, ""CAO"": 1.27, ""K2O"": 0.0, ""NA2O"": 3.471, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 10.146, ""ZNO"": 0.024, ""P2O5"": 27.453, ""GEO2"": 0.0, ""ZRO2"": 0.814, ""TIO2"": 0.027, ""TEO2"": 0.0, ""RO"": 9.603, ""FemOn"": 0.0, ""R2O"": 3.471, ""R2O3"": 8.535, ""RO2"": 0.813, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 27.453, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=42.34; AL2O3=3.02; B2O3=15.62; NA2O=0.95; BAO=23.18; P2O5=11.19; RO=23.46; R2O=0.95; R2O3=21.90; R2O5=11.19; RmOn=100.00,SIO2=44.99; AL2O3=3.12; B2O3=16.21; NA2O=0.79; BAO=23.87; P2O5=8.27; RO=24.07; R2O=0.79; R2O3=21.76; R2O5=8.27; RmOn=100.00,SIO2=53.31; AL2O3=3.49; B2O3=17.10; NA2O=0.73; BAO=24.76; RO=25.00; R2O=0.73; R2O3=20.83; RmOn=100.00,adaptive_B
LF5G19,adaptive,B,239200032573,0.02738328139216823,SIO2=64.42; B2O3=2.18; K2O=6.70; NA2O=6.07; PBO=10.90; Li2O=0.73; BAO=0.62; GEO2=4.40; RO=12.52; R2O=13.50; R2O3=3.38; RO2=4.51; RF=0.74; RF2=0.71; RHaln=1.45; RmOn=98.55,"{""SIO2"": 18.973, ""AL2O3"": 2.268, ""B2O3"": 7.391, ""CAO"": 2.218, ""K2O"": 5.727, ""NA2O"": 8.145, ""PBO"": 6.259, ""Li2O"": 4.586, ""MgO"": 1.235, ""SRO"": 0.0, ""BAO"": 3.371, ""ZNO"": 1.115, ""P2O5"": 0.0, ""GEO2"": 16.137, ""ZRO2"": 0.739, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 7.086, ""FemOn"": 0.028, ""R2O"": 6.462, ""R2O3"": 8.743, ""RO2"": 16.11, ""RO3"": 0.788, ""RO4"": 0.0, ""R2O5"": 0.513, ""RF"": 5.367, ""RF2"": 5.143, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 10.51, ""RmOn"": 10.51, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=64.31; B2O3=2.23; K2O=6.62; NA2O=6.15; PBO=10.85; Li2O=0.74; BAO=0.62; GEO2=4.54; RO=12.47; R2O=13.51; R2O3=3.44; RO2=4.66; RF=0.72; RF2=0.69; RHaln=1.40; RmOn=98.60,SIO2=64.42; B2O3=2.18; K2O=6.70; NA2O=6.07; PBO=10.90; Li2O=0.73; BAO=0.62; GEO2=4.40; RO=12.52; R2O=13.50; R2O3=3.38; RO2=4.51; RF=0.74; RF2=0.71; RHaln=1.45; RmOn=98.55,SIO2=69.15; B2O3=1.28; K2O=6.72; NA2O=6.65; PBO=11.94; Li2O=0.80; BAO=0.68; RO=13.72; R2O=14.17; R2O3=2.23; RO2=0.51; RmOn=100.00,adaptive_B
N-SK5,adaptive,B,1540800132607,0.0004311831133432213,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,"{""SIO2"": 2.084, ""AL2O3"": 0.707, ""B2O3"": 2.122, ""CAO"": 0.563, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 1.338, ""MgO"": 0.0, ""SRO"": 0.264, ""BAO"": 0.966, ""ZNO"": 0.319, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.783, ""FemOn"": 0.0, ""R2O"": 1.338, ""R2O3"": 2.019, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=54.81; AL2O3=4.04; B2O3=17.83; Li2O=0.70; BAO=22.15; RO=22.35; R2O=0.70; R2O3=22.13; RmOn=100.00,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,SIO2=54.86; AL2O3=4.08; B2O3=18.21; BAO=22.35; RO=22.35; R2O3=22.74; RmOn=100.00,adaptive_B
N-SK5HTi,adaptive,B,1540800132607,0.0004311831133432213,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,"{""SIO2"": 2.084, ""AL2O3"": 0.707, ""B2O3"": 2.122, ""CAO"": 0.563, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 1.338, ""MgO"": 0.0, ""SRO"": 0.264, ""BAO"": 0.966, ""ZNO"": 0.319, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.783, ""FemOn"": 0.0, ""R2O"": 1.338, ""R2O3"": 2.019, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=54.81; AL2O3=4.04; B2O3=17.83; Li2O=0.70; BAO=22.15; RO=22.35; R2O=0.70; R2O3=22.13; RmOn=100.00,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,SIO2=54.86; AL2O3=4.08; B2O3=18.21; BAO=22.35; RO=22.35; R2O3=22.74; RmOn=100.00,adaptive_B
